Dzien;Zwierzeta;Rosliny;Wolne_Pola;Srednia_Energia;Srednia_Dlugosc_Zycia;Srednia_Liczba_Dzieci
0;4;4;213;39,00;0,00;0,00
1;4;8;205;38,00;0,00;0,00
2;4;12;197;37,00;0,00;0,00
3;4;16;190;36,00;0,00;0,00
4;4;18;185;35,00;0,00;0,00
5;4;20;180;37,75;0,00;0,00
6;4;21;177;36,75;0,00;0,00
7;5;23;173;35,40;0,00;0,40
8;6;27;167;31,83;0,00;0,67
9;6;27;165;33,33;0,00;0,67
10;6;27;162;37,33;0,00;0,67
11;6;30;159;38,83;0,00;0,67
