Dzien;Zwierzeta;Rosliny;Wolne_Pola;Srednia_Energia;Srednia_Dlugosc_Zycia;Srednia_Liczba_Dzieci
0;4;4;613;39,00;0,00;0,00
1;4;7;606;38,00;0,00;0,00
2;4;11;599;37,00;0,00;0,00
3;4;15;592;36,00;0,00;0,00
4;4;19;586;35,00;0,00;0,00
5;4;23;581;34,00;0,00;0,00
6;4;27;575;33,00;0,00;0,00
7;4;30;571;32,00;0,00;0,00
8;4;34;566;31,00;0,00;0,00
9;4;37;561;32,25;0,00;0,00
10;4;39;558;31,25;0,00;0,00
11;4;43;552;30,25;0,00;0,00
