Dzien;Zwierzeta;Rosliny;Wolne_Pola;Srednia_Energia;Srednia_Dlugosc_Zycia;Srednia_Liczba_Dzieci
0;4;4;388;39,00;0,00;0,00
1;4;8;380;38,00;0,00;0,00
2;4;12;372;37,00;0,00;0,00
3;4;15;367;39,75;0,00;0,00
4;4;18;362;38,75;0,00;0,00
5;4;21;356;37,75;0,00;0,00
