Dzien;Zwierzeta;Rosliny;Wolne_Pola;Srednia_Energia;Srednia_Dlugosc_Zycia;Srednia_Liczba_Dzieci
0;4;4;213;39,00;0,00;0,00
1;4;8;206;38,00;0,00;0,00
2;4;12;200;37,00;0,00;0,00
3;4;16;195;36,00;0,00;0,00
4;4;17;193;38,75;0,00;0,00
