Dzien;Zwierzeta;Rosliny;Wolne_Pola;Srednia_Energia;Srednia_Dlugosc_Zycia;Srednia_Liczba_Dzieci
0;4;4;215;39,00;0,00;0,00
1;5;6;212;34,20;0,00;0,40
2;6;9;206;33,33;0,00;0,67
3;7;12;201;32,57;0,00;0,86
4;9;14;196;30,44;0,00;1,11
